filename,region,het,echtpaar,adopteert,voor,veel,geld,een,tweejarig,weesje
4028-1449963940-624173,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,fel,xeclt,n,twejar@x,wesj@
4245-1450041413-658959,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,vo,fel,xeclt,@,twejar@x,wesj@
4373-1450272882-697772,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xeclt,n,twejar@x,wesj@
4424-1455798001-813935,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
4444-1450520236-721204,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,vo,fel,xeclt,@n,twejar@x,wesj@
4495-1450598700-733066,Oost_Overijsel-Gelderland,hect,ecxtpac,@docpt@r,fo,fel,xeclt,@n,twejar@x,wesj@
4674-1450949790-773356,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
4844-1451414197-815508,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@
4907-1452286867-872541,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,vo,vel,xecl,n,twejar@x,wesj@
4926-1452967008-841836,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptirt,vor,fel,xecl,n,twejar@x,wesj@
4937-1451756523-839977,Oost_Overijsel-Gelderland,hect,ecxtpac,acdocptir,for,vel,xecl,n,twicjacr@x,wesj@
507-1450198409-688355,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@
5330-1454020301-1044820,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
5353-1454318360-1015332,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
5363-1458465258-1688438,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
5516-1454269805-1187632,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,for,vel,xecl,@,twejar@x,wicsj@
5534-1460116724-1751549,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@
5538-1454009143-964699,Oost_Overijsel-Gelderland,hect,ecxtpa,@docpt@rt,fo,fel,xeclt,@n,twejar@x,wesj@
5559-1454009395-963787,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,for,fel,xecl,n,twejar@x,wesj@
5598-1454015962-1029217,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,vor,vel,xecl,@n,twejar@x,wesj@
5645-1454084508-1104390,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@
5762-1454617208-1336647,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@
5812-1454009720-982816,Oost_Overijsel-Gelderland,hect,ecxtpar,@docpt@rt,vor,fel,xecl,n,twejar@x,wesj@
5857-1457557887-981498,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@
5945-1454255581-1088843,Oost_Overijsel-Gelderland,hect,ecxtpar,@docpt@r,fo,vel,xecl,@n,twejar@x,wicsj@
6030-1454015583-1026228,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,for,vel,xecl,@n,twejar@x,wesj@
6077-1454371509-1041602,Oost_Overijsel-Gelderland,hect,@xtp@r,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
6098-1461048732-1081644,Oost_Overijsel-Gelderland,hect,xtp@r,acdocptir,fo,vel,xeclt,@n,twejar@x,wicsj@
6111-1454023309-1048859,Oost_Overijsel-Gelderland,hect,ecxtpac,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
6198-1454067980-1081489,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@
6216-1456415166-1520163,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,vor,fel,xeclt,n,twejar@x,wesj@
6271-1454354340-1226532,Oost_Overijsel-Gelderland,hect,ecxtpar,@docpt@r,fo,vel,xecl,@n,twejar@x,wicsj@
6293-1454409258-1088734,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,for,vel,xeclt,n,twejar@x,wesj@
6308-1454076380-1093581,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
6458-1454757260-1354596,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@
6535-1454771641-1369232,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,vo,vel,xecl,@n,twejar@x,wicsj@
6545-1454169612-1149311,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@
6567-1454441200-1235487,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@
6579-1454255322-1181641,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
6639-1454447597-1254565,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,for,vel,xeclt,@n,twejar@x,wesj@
6796-1454357216-1229464,Oost_Overijsel-Gelderland,hect,ecxtpac,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
6804-1454361750-1232183,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@
6824-1454409372-1240040,Oost_Overijsel-Gelderland,hect,@xtp@r,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
6835-1454420549-1243358,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,for,fel,xeclt,@n,twejar@x,wesj@
6849-1454535811-1312423,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
6911-1454517486-1290849,Oost_Overijsel-Gelderland,hect,ecxtpac,acdocptir,vo,vel,xeclt,n,twejar@x,wesj@
6930-1456495545-1526967,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
6968-1454516849-1288788,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vor,vel,xecl,@n,twejar@x,wicsj@
7244-1454939134-1387376,Oost_Overijsel-Gelderland,hect,@xtp@r,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@
7277-1454660286-1337331,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
7420-1454860724-1381512,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@
7484-1455036133-1404417,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xeclt,n,twejar@x,wesj@
7874-1456264260-1508428,Oost_Overijsel-Gelderland,hect,ecxtpac,acdocptirt,fo,fel,xeclt,n,twejar@x,wesj@
8004-1456772539-1541100,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@
828-1449170423-123190,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
8302-1458047781-1659095,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptir,fo,vel,xeclt,@n,twejar@x,wicsj@
83-1449218042-174200,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@
8391-1457714454-1587766,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
8466-1458462806-1688161,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,vor,fel,xeclt,@n,twicjacr@x,wesj@
8529-1457777324-1609560,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
8601-1457951460-1628610,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,vo,vel,xecl,@,twejar@x,wicsj@
8641-1457953222-1634943,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
8654-1457952296-1631486,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@
8804-1457966305-1648536,Oost_Overijsel-Gelderland,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@
8832-1458050863-1659558,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,vor,vel,xeclt,@n,twejar@x,wesj@
8845-1458073586-1663871,Oost_Overijsel-Gelderland,hect,@xtp@r,@docpt@r,vo,vel,xeclt,@n,twejar@x,wicsj@
9073-1459343165-1720635,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptir,for,vel,xeclt,n,twejar@x,wesj@
9076-1459357105-1721097,Oost_Overijsel-Gelderland,hect,ecxtpa,@docpt@rt,vo,fel,xecl,n,twejar@x,wesj@
9220-1460918434-1769135,Oost_Overijsel-Gelderland,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
9415-1462966400-1806244,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@
9486-1463341622-1818664,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@
9561-1463751129-1831795,Oost_Overijsel-Gelderland,hect,ecxtpac,@docpt@rt,vo,fel,xecl,n,twejar@x,wesj@
9593-1463748553-1831481,Oost_Overijsel-Gelderland,hect,ecxtpa,@docpt@rt,fo,fel,xecl,@n,twejar@x,wicsj@
9910-1464026736-1851110,Oost_Overijsel-Gelderland,hect,ecxtpa,acdocptir,fo,fel,xeclt,n,twejar@x,wesj@
