filename,region,na,de,tocht,in,de,regen,vaart,de,kapitein,blij,weg
4245-1450040155-658434,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,rex@n,far,d@,kacptein,blei,wecx
4373-1450272474-697631,Oost_Overijsel-Gelderland,na,d,tocxt,n,d,rex@n,far,d@,kacptein,blei,wecx
4424-1450450407-714999,Oost_Overijsel-Gelderland,na,d@,tocx,n,d,regc@n,var,d@,kacbidein,blei,wecx
4444-1450519642-721006,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@n,far,d@,kacpitein,blei,wecx
4495-1450590164-732996,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regcn,fart,d@,kacptein,blei,wecx
4674-1450945446-773187,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,rex@n,fart,d,kacpitein,blei,wecx
4844-1451381212-813391,Oost_Overijsel-Gelderland,na,d@,tocx,n,d,regc@n,far,d,k@pitein,blei,wecx
4907-1452285852-872470,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@n,var,d@,kacb@dein,blei,wecx
4926-1451776794-841694,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@n,far,d,kacp@tein,blei,wecx
4937-1451750358-839440,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,var,d@,kacpitein,blei,wecx
507-1450197242-688031,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@n,far,d@,kacp@tein,blei,wecx
5330-1454019659-941166,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,rex@n,far,d@,kacpitein,blei,wecx
5353-1454009354-950074,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,rex@,fart,d,kacpitein,blei,wecx
5363-1454010378-973611,Oost_Overijsel-Gelderland,na,d@,tocx,n,d,regc@n,far,d@,kacbidein,blei,wecx
5516-1454008722-963714,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,vart,d@,kacpitein,blei,wecx
5534-1454055099-1062806,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@n,fart,d,k@pitein,blei,wecx
5538-1454008565-952634,Oost_Overijsel-Gelderland,na,d,tocxt,n,d@,rex@,fart,d@,kacpitein,blei,wecx
5559-1454008471-953304,Oost_Overijsel-Gelderland,na,d@,tocx,n,d,regc@,far,d@,kacpitein,blei,wecx
5598-1454015208-1025594,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc,far,d,kacp@tein,blei,wecx
5645-1454012561-1010956,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,rex@n,far,d,kacpitein,blei,wecx
5762-1454599161-1328259,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,rex@n,far,d@,kacpitein,blei,wecx
5812-1454008528-961381,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,rex@n,var,d@,kacpitein,blei,wecx
5857-1454009314-966567,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@,far,d@,kacp@tein,blei,wecx
5945-1454072110-988266,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@,far,d@,kacpitein,blei,wecx
6030-1454014736-1021898,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx
6077-1454018630-1037540,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,rex@n,far,d,kacpitein,blei,wecx
6098-1454019216-1042034,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regcn,far,d@,kacp@tein,blei,wecx
6111-1454020256-1043945,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx
6198-1454055470-1063552,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,var,d@,kacb@dein,blei,wecx
6216-1454058431-1067515,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,fart,d@,kacp@tein,blei,wecx
6271-1454352013-1225468,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,rex@n,var,d@,k@bidein,blei,wecx
6293-1454071072-1086420,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,rex@,var,d@,kacpitein,blei,wecx
6308-1454074154-1090675,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@,fart,d,kacp@tein,blei,wecx
6458-1454103724-1125442,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,rex@,far,d@,kacp@tein,blei,wecx
6514-1454149889-1140104,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@,far,d@,kacptein,blei,wecx
6535-1454161636-1146321,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@,var,d@,kacb@dein,blei,wecx
6545-1454168772-1148910,Oost_Overijsel-Gelderland,na,d@,tocx,n,d,regc@n,fart,d,k@pitein,blei,wecx
6567-1454179112-1156165,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx
6579-1454253599-1181003,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d@,kacbidein,blei,wecx
6639-1454361574-1225649,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,fart,d@,kacpitein,blei,wecx
6796-1454356641-1229103,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@,far,d,kacpitein,blei,wecx
6804-1454361147-1231611,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc,var,d@,kacptein,blei,wecx
6824-1454408149-1239968,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx
6835-1454419627-1243176,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,fart,d,kacpitein,blei,wecx
6849-1454436096-1247496,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx
6911-1454513451-1266554,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,rex@n,var,d@,kacp@tein,blei,wecx
6930-1456267087-1267225,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,fart,d,k@pitein,blei,wecx
6968-1454516374-1269623,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,fart,d@,kacptein,blei,wecx
7244-1454570884-1319105,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@,fart,d,kacpitein,blei,wecx
7277-1454609948-1330480,Oost_Overijsel-Gelderland,na,d,tocx,n,d@,regc@n,fart,d,kacptein,blei,wecx
7420-1454859767-1381370,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,rex@,var,d,kacptein,blei,wecx
7484-1455035460-1404143,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@,fart,d,kacb@dein,blei,wecx
7874-1456264004-1508292,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx
8004-1456770880-1540887,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,var,d@,kacpitein,blei,wecx
828-1449170119-120276,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx
8302-1457779696-1578547,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@n,far,d@,kacp@tein,blei,wecx
83-1449217597-7423,Oost_Overijsel-Gelderland,na,d@,tocx,n,d,regc@n,far,d@,kacp@tein,blei,wecx
8391-1457714244-1583052,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,rex@n,far,d@,kacpitein,blei,wecx
8466-1458462279-1687961,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regcn,far,d@,kacptein,blei,wecx
8529-1457777105-1609141,Oost_Overijsel-Gelderland,na,d@,toc,icn,d@,regc@,far,d@,k@pitein,blei,wecx
8601-1457951283-1624635,Oost_Overijsel-Gelderland,na,d@,toc,n,d@,regc@n,var,d@,kacpitein,blei,wecx
8641-1457952149-1626363,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx
8654-1457951763-1626357,Oost_Overijsel-Gelderland,na,d@,tocx,n,d,regc@n,far,d@,kacpitein,blei,wecx
8804-1457965766-1648291,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@,fart,d,kacpitein,blei,wecx
8832-1458049939-1659321,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,fart,d,kacp@tein,blei,wecx
8845-1458072794-1663684,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,rex@,far,d@,k@pitein,blei,wecx
9073-1459342590-1720578,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,rex@,far,d@,kacptein,blei,wecx
9076-1459356791-1720905,Oost_Overijsel-Gelderland,na,d@,tocx,n,d@,regc@n,far,d,kacp@tein,blei,wecx
9220-1460308239-1756043,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@,far,d@,kacptein,blei,wecx
9299-1461516468-1782102,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@n,var,d@,kacpitein,blei,wecx
9415-1462963010-1806137,Oost_Overijsel-Gelderland,na,d@,tocxt,icn,d@,regc@,far,d,kacpitein,blei,wecx
9486-1463337565-1818022,Oost_Overijsel-Gelderland,na,d,tocx,icn,d@,regc@n,fart,d,kacbidein,blei,wecx
9561-1463750333-1831727,Oost_Overijsel-Gelderland,na,d,tocxt,n,d,regc@n,var,d@,kacptein,blei,wecx
9593-1463748020-1831390,Oost_Overijsel-Gelderland,na,d@,tocx,icn,d@,rex@n,far,d@,kacpitein,blei,wecx
9910-1464026491-1850949,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d@,regc@,far,d@,kacp@tein,blei,wecx
9988-1464634084-1850767,Oost_Overijsel-Gelderland,na,d@,tocxt,n,d,regc@n,var,d@,kacp@tein,blei,wecx
